label,fallacy_example,non-fallacy_example
false dilemma,O eres un líder o un seguidor.,Ser un líder o un seguidor no es una cuestión de blanco o negro. Hay diferentes grados y formas de ser líder o seguidor.
false dilemma,Cassie no tiene espíritu escolar: nunca viene a ninguno de nuestros partidos de fútbol. culpabilidad por asociación: asociación negativa que pretende desacreditar a alguien o algo.,Cassie no tiene espíritu escolar: nunca viene a ninguno de nuestros partidos de fútbol. No se puede juzgar a una persona en función de un único aspecto de su vida.
false dilemma,"Si mamá no ha apagado el aire acondicionado, está claro que debe tener demasiado calor.","Si mamá no ha apagado el aire acondicionado, está claro que es posible que ella desee una temperatura más fresca en la casa. No se puede afirmar con certeza que tenga demasiado calor."
false dilemma,"Todos mis amigos vendrán a mi fiesta de cumpleaños. Si Micah no lo hace, también podría decirme que no le gusto.","Todos mis amigos están invitados a mi fiesta de cumpleaños, y espero que todos puedan venir. Si Micah no puede, espero que me lo comunique de manera respetuosa."
false dilemma,"""O me amas, o me odias"".","Las personas pueden tener diferentes sentimientos y reacciones hacia algo o alguien, y no se puede reducir a sólo dos opciones extremas."
false dilemma,"""O reciclas o no te importa la vida humana"".",O reciclas o no te importa la vida humana. No es tan sencillo como eso. La vida humana depende de muchos factores y el reciclaje es sólo uno de ellos.
false dilemma,"Si no dices el Juramento de Lealtad, entonces debes ser un traidor.","Si no dices el Juramento de Lealtad, no significa que seas un traidor. La decisión de decirlo o no es una cuestión personal."
false dilemma,Deberíamos prohibir toda la laca para el cabello o el mundo se acabará.,Prohibir toda la laca para el cabello no necesariamente evitará que el mundo se acabe.
false dilemma,"""Puedes formar una familia pronto, o construir una estabilidad financiera para una mejor vida familiar en el futuro"".","Puedes formar una familia pronto o en el futuro, dependiendo de tus prioridades y recursos financieros."
false dilemma,"""Coma una gran comida en nuestro restaurante, o coma una triste y aburrida comida en casa"".","Si quieres disfrutar de una gran comida en un restaurante, o si prefieres una comida aburrida en casa, esa es tu elección."
false dilemma,Político: Tenemos que decidir si vamos a apoyar la elección de la escuela o si vamos a apoyar las escuelas que fracasan. Esas son las dos únicas opciones.,Político: Debemos decidir si vamos a apoyar la elección de la escuela o si vamos a apoyar a las escuelas que necesitan ayuda. Estas son dos opciones posibles.
false dilemma,"Pensé que te preocupabas por los demás, pero no te vi en la recaudación de fondos para el Hospital Infantil...",Pensé que te preocupabas por los demás. No te vi en la recaudación de fondos para el Hospital Infantil...
false dilemma,"""Si nunca has dado dinero a la caridad, entonces debes ser un millonario codicioso"". ¿Qué es esto?","Si nunca has dado dinero a la caridad, entonces no sabemos nada sobre tu situación financiera. ¿Qué es esto?"
false dilemma,"""¡O estás a favor de nosotros, o estás en contra de nosotros!""","Podemos tener diferentes opiniones sobre un tema, pero eso no significa que tengamos que ser enemigos."
false dilemma,"Mira, la única manera de mejorar los programas sociales es subir los impuestos. Hay que subir los impuestos o aceptar que los pobres y necesitados van a sufrir.","Aunque hay que mejorar los programas sociales, no necesariamente hay que subir los impuestos."
false dilemma,"Cuando alguien dice: ""¡O las escuelas deben abrirse por completo inmediatamente y ningún alumno debe llevar máscaras o todos los profesores son comunistas!""","Cuando alguien dice: ""¡O las escuelas deben abrirse por completo inmediatamente y ningún alumno debe llevar máscaras o todos los profesores son socialistas!"""
false dilemma,Estás con nosotros o estás contra nosotros.,"No se puede determinar si alguien está ""con nosotros"" o ""contra nosotros"" solo por una acción en particular."
false dilemma,"Pensé que eras una buena persona, pero hoy no estabas en la iglesia.","Pensé que eras una buena persona, pero tu presencia en la iglesia no necesariamente indica tu bondad."
false dilemma,O vas a la fiesta o pasas la noche en tu habitación llorando.,"Si vas a la fiesta, podrás divertirte con tus amigos. Si decides quedarte en tu habitación, puedes hacer otra cosa que te guste."
false dilemma,Compra nuestro producto o nadie pensará que eres atractivo.,"Nuestro producto puede ayudarte a sentirte bien contigo mismo, pero tu atractivo depende de ti."
false dilemma,"¡Tienes que enseñarles lógica a los chicos! ¡Si no les enseñas lógica, no aprenderán a pensar, y se convertirán en vagabundos y morirán en la cárcel! ¿No te preocupas por tus hijos? (Madre a Padre)","¡Tienes que enseñarles lógica a los chicos! Si no les enseñas lógica, es posible que no aprendan a pensar de manera crítica. Pero eso no significa necesariamente que se convertirán en vagabundos y morirán en la cárcel. ¿No te preocupas por tus hijos? (Madre a Padre)"
false dilemma,Vota por Smith o vive cuatro años más de impuestos más altos.,"Si quieres evitar cuatro años más de impuestos más altos, vota por Smith."
false dilemma,O estáis a nuestro favor o estáis todos en contra,O estáis a nuestro favor o tenéis una postura diferente.
false dilemma,Podemos dejar de usar los coches o destruir la tierra.,Dejar de usar los coches y destruir la tierra son dos opciones diferentes y no necesariamente excluyentes. Hay muchas formas en que podemos cuidar el medio ambiente sin necesariamente dejar de usar los coches.
false dilemma,"¿El decatlón académico, Sr. Iglesias? Eso es cosa de niños ricos.","El decatlón académico puede ser un desafío intelectual para cualquier persona, independientemente de su estatus socioeconómico."
false dilemma,Puedes ser un buen político y jugar sucio o puedes abandonar.,Puedes ser un buen político y jugar limpio o puedes ser un mal político y jugar sucio.
false dilemma,O bien la ciudad debe proporcionar contenedores de reciclaje o tirar la Ley de reciclaje,O bien la ciudad debe proporcionar contenedores de reciclaje para cumplir con la Ley de reciclaje o se enfrentará a sanciones.
false dilemma,"O reelegimos al alcalde Ruiz, o veremos cómo nuestra ciudad se desmorona","Si reelegimos al alcalde Ruiz, es posible que veamos cómo nuestra ciudad se desmorona."
false dilemma,"Al crecer, a muchos niños se les dice que se coman la cena o, de lo contrario, nunca crecerán grandes y altos.","A algunos niños se les dice que coman sus vegetales para crecer fuertes y sanos, pero no todos tienen que seguir ese consejo."
false dilemma,"Dana intenta recaudar dinero para la biblioteca de su universidad. En su discurso ante el consejo de administración, dice: ""Debemos aumentar la matrícula para cubrir el coste de los nuevos libros. De lo contrario, la biblioteca se verá obligada a cerrar"".","Dana está tratando de recaudar dinero para la biblioteca de su universidad. En su discurso ante el consejo de administración, dijo: ""Necesitamos encontrar formas de financiar la adquisición de nuevos libros para la biblioteca. De lo contrario, corremos el riesgo de tener que cerrar""."
false dilemma,Puedes irte a la cama en 5 minutos o en 10 minutos. ¿Cuál es tu elección?,"Puedes irte a la cama en 5 minutos o en 10 minutos, pero no necesitas elegir uno de los dos. Puedes irte a la cama en cualquier momento que quieras."
false dilemma,Podemos estar de acuerdo con el plan de Barbara o dejar que el proyecto fracase. No hay otra opción.,Podemos estar de acuerdo con el plan de Barbara o buscar otras opciones. No hay otra opción.
false dilemma,"""¡Si me quisieras de verdad, me comprarías todo lo que quisiera!""","¡Si me quisieras de verdad, me comprarías todo lo que quisiera! Este argumento es falaz ya que amar a alguien no implica tener que comprarle todo lo que quiera."
false dilemma,Hay dos tipos de personas en este mundo: las que les gustan los pingüinos y las que son unos monstruos terribles.,No hay un tipo de persona que sea mejor que otra en base a su gusto por los pingüinos.
false dilemma,O estás a favor o en contra de Estados Unidos.,La postura de una persona hacia Estados Unidos puede ser más complicada que simplemente estar a favor o en contra.
false dilemma,O comes este pastel de carne o no comes nada.,Puedes elegir entre comer este pastel de carne o algo más.
false dilemma,O apoyas a Hillary Clinton como presidenta o no crees en los derechos de las mujeres,"Es importante apoyar a los candidatos que defienden los derechos de las mujeres, pero también es importante considerar otros factores en la toma de decisiones políticas."
false dilemma,"""Vive conmigo o vive en la calle""","Vive conmigo o vive en la calle, pero esto no significa que no tenga otras opciones."
false dilemma,"""¿Jollibee o McDonalds para comer?""",¿Qué quieres comer? Tienes opciones entre Jollibee y McDonalds.
false dilemma,Llamé a mi amigo y no respondió. No estaba en casa o estaba muerto.,No se puede concluir que una persona está muerta simplemente porque no respondió a una llamada.
false dilemma,Podemos tener a Sally como soldado o podemos tener a Brittany como reina del reino.,"Podemos tener a Sally como soldado o podemos tener a Brittany como reina del reino. Esta afirmación presenta un falso dilema, ya que no hay razón para que no se pueda tener a ambas personas en diferentes roles. No es necesario elegir entre una u otra."
false dilemma,"Persona 1: O estás a favor de la guerra o estás en contra de las tropas. Persona 2: En realidad, no quiero que nuestras tropas sean enviadas a una guerra peligrosa.","O estás a favor de la guerra o estás en contra de las tropas, pero es posible que no estés de acuerdo con ambas cosas."
false dilemma,"A menos que puedas cerrar los ojos al abuso, escribe un cheque para salvar a este cachorro.","A menos que quieras ignorar el sufrimiento de los animales, considera donar a una organización benéfica que se dedique a proteger y ayudar a los cachorros abandonados."
false dilemma,"""Si no presentas tus requisitos hoy, debes dejar tus clases con Sir Lean"".","Si no presentas tus requisitos hoy, es posible que tengas que dejar tus clases con Sir Lean."
